index,gene_symbol-0,n_cells-0,n_cells-1,means,dispersions,dispersions_norm
ANKRD49,ANKRD49,906,54,0.036768444,0.44139916,0.45363992
CWC15,CWC15,4480,453,0.19620712,0.6321013,1.0236712
KDM4D,KDM4D,12,5,0.00084823504,0.47962028,0.56788737
ENDOD1,ENDOD1,537,36,0.02143601,0.22718781,-0.18666309
RP11-712B9.2,RP11-712B9.2,140,15,0.005270592,0.2242714,-0.1953806
SESN3,SESN3,1988,75,0.083943374,0.6192237,0.98517853
FAM76B,FAM76B,472,49,0.020961901,0.78370154,1.4768221
CEP57,CEP57,1782,255,0.07974267,0.3490918,0.17772232
MTMR2,MTMR2,177,37,0.008510544,0.25574747,-0.10129491
ARHGAP42,ARHGAP42,14,3,0.0007900968,0.36197758,0.21623944
KIAA1377,KIAA1377,37,13,0.0018451497,0.22362323,-0.19731805
BIRC3,BIRC3,9348,349,0.51663756,1.3220108,0.76719344
BIRC2,BIRC2,2599,161,0.11089545,0.3817469,0.27533224
RP11-315O6.1,RP11-315O6.1,30,5,0.0012189968,0.42674312,0.4098313
DCUN1D5,DCUN1D5,1226,159,0.055154607,0.3445211,0.16405998
PDGFD,PDGFD,47,24,0.002562426,0.3774972,0.26262942
CASP5,CASP5,303,19,0.013103292,0.33816272,0.14505401
MSANTD4,MSANTD4,185,22,0.008213218,0.2281723,-0.18372034
KBTBD3,KBTBD3,544,43,0.021941954,0.58722496,0.8895305
AASDHPPT,AASDHPPT,1265,153,0.05513595,0.21437865,-0.22495118
RP11-819C21.1,RP11-819C21.1,57,18,0.0036186946,0.5669639,0.8289678
CWF19L2,CWF19L2,1248,127,0.05233225,0.26273847,-0.08039799
ALKBH8,ALKBH8,77,21,0.003957818,0.2603017,-0.08768175
SLC35F2,SLC35F2,160,22,0.0077935723,0.25183368,-0.112993695
CUL5,CUL5,830,82,0.03536339,0.2598918,-0.08890699
ACAT1,ACAT1,1062,177,0.04751534,0.22923383,-0.1805473
ATM,ATM,1642,389,0.083109945,0.371679,0.24523816
DDX10,DDX10,393,79,0.019114766,0.2968082,0.021440504
RDX,RDX,1646,77,0.06777914,0.47437042,0.5521949
POU2AF1,POU2AF1,180,73,0.0113496985,0.31381524,0.0722765
LAYN,LAYN,164,8,0.0076378398,0.42821532,0.4142319
SIK2,SIK2,96,30,0.0049640466,0.2905748,0.0028080638
PPP2R1B,PPP2R1B,346,31,0.01435157,0.22985847,-0.17868018
ALG9,ALG9,59,9,0.002633451,0.25284207,-0.109979495
FDXACB1,FDXACB1,188,17,0.008226535,0.22719266,-0.18664862
C11orf1,C11orf1,487,69,0.022394573,0.315959,0.07868449
DLAT,DLAT,505,63,0.023301328,0.2968123,0.021452708
C11orf57,C11orf57,530,71,0.02375157,0.5516247,0.7831171
IL18,IL18,285,39,0.013134651,0.245614,-0.13158502
BCO2,BCO2,21,10,0.0013794822,0.27646682,-0.039362334
PTS,PTS,1073,60,0.04315243,0.27086622,-0.056103192
NCAM1,NCAM1,31,14,0.0022944363,0.4832946,0.57887036
USP28,USP28,331,66,0.015743043,0.29912087,0.028353319
ZBTB16,ZBTB16,124,59,0.0075363433,0.4371977,0.44108123
C11orf71,C11orf71,162,40,0.007161554,0.23284924,-0.16974042
RBM7,RBM7,2785,178,0.11876113,1.041101,2.2462194
REXO2,REXO2,2035,295,0.09501093,0.74945945,1.3744684
CADM1,CADM1,180,7,0.00650439,0.42481065,0.4040549
BUD13,BUD13,585,65,0.024111228,0.22992696,-0.17847547
PCSK7,PCSK7,1576,386,0.08224553,1.799167,4.512169
CEP164,CEP164,419,98,0.019714773,0.4336641,0.43051895
AMICA1,AMICA1,2122,707,0.1276305,0.6780957,1.1611538
MPZL3,MPZL3,158,25,0.0074784993,0.2824848,-0.02137387
CD3E,CD3E,5232,1300,0.30355915,0.7211174,0.49290416
CD3D,CD3D,10260,1405,0.61228985,0.9852717,0.24851373
CD3G,CD3G,3567,590,0.17598401,0.5796429,0.86686677
UBE4A,UBE4A,456,77,0.019700678,0.3135602,0.07151414
KMT2A,KMT2A,883,203,0.042281702,0.22306353,-0.19899106
IFT46,IFT46,216,18,0.010447773,0.40062967,0.3317751
DDX6,DDX6,2247,341,0.0978469,0.3575476,0.20299774
CXCR5,CXCR5,175,46,0.009204972,0.29085433,0.003643659
CCDC84,CCDC84,493,82,0.023247005,0.348367,0.17555583
TRAPPC4,TRAPPC4,4903,335,0.19574982,0.2614702,-0.084189
SLC37A4,SLC37A4,91,32,0.004607881,0.22080058,-0.2057553
RP11-110I1.14,RP11-110I1.14,12,3,0.0004864512,0.7076344,1.2494484
H2AFX,H2AFX,322,86,0.016744575,0.36661083,0.23008876
DPAGT1,DPAGT1,414,86,0.020439718,0.29647344,0.020439839
CCDC153,CCDC153,51,4,0.002130847,0.28912464,-0.0015266095
CBL,CBL,487,111,0.022287589,0.2943275,0.014025352
RNF26,RNF26,539,55,0.023453234,0.4165662,0.37941125
ARHGEF12,ARHGEF12,96,18,0.004364785,0.39993036,0.32968476
SC5D,SC5D,1389,60,0.06287386,0.62299776,0.9964596
RP11-730K11.1,RP11-730K11.1,69,8,0.0024151301,0.29928967,0.028857883
CRTAM,CRTAM,438,69,0.022661146,0.37203547,0.24630368
C11orf63,C11orf63,83,7,0.003483896,0.51837933,0.68374276
HSPA8,HSPA8,17126,1806,1.0058298,1.213175,-0.035187997
AP000783.1,AP000783.1,262,15,0.011195554,0.22386523,-0.1965947
ZNF202,ZNF202,98,14,0.004889591,0.24160573,-0.14356624
VWA5A,VWA5A,242,22,0.010360124,0.26452774,-0.075049646
TBRG1,TBRG1,2390,247,0.10066192,0.29116192,0.004563081
SIAE,SIAE,33,18,0.0018868968,0.21618725,-0.21954507
NRGN,NRGN,406,84,0.028335648,1.105979,2.4401474
RP11-677M14.2,RP11-677M14.2,5,6,0.00050481164,0.30343983,0.041263178
VSIG2,VSIG2,7,6,0.0006565232,0.35966173,0.20931709
ESAM,ESAM,70,10,0.004060539,0.83064485,1.6171412
MSANTD2,MSANTD2,144,17,0.006752264,0.2948693,0.015644874
ROBO3,ROBO3,37,13,0.001740947,0.22818121,-0.1836937
TMEM218,TMEM218,520,109,0.025528483,0.925879,1.9018074
FEZ1,FEZ1,445,16,0.019501893,0.9391784,1.9415609
EI24,EI24,1792,208,0.07621726,0.2270003,-0.1872236
STT3A,STT3A,374,59,0.017883055,0.4063981,0.3490176
HYLS1,HYLS1,363,50,0.016992532,0.80423117,1.5381876
PUS3,PUS3,692,65,0.029189203,0.3575806,0.20309636
RPUSD4,RPUSD4,488,77,0.024122525,0.49905255,0.62597275
FAM118B,FAM118B,384,59,0.017546026,0.23977175,-0.14904821
SRPR,SRPR,1964,226,0.08292228,0.42104802,0.39280796
TIRAP,TIRAP,81,14,0.00354812,0.3625086,0.21782671
DCPS,DCPS,992,162,0.046980664,0.29251972,0.008621687
ETS1,ETS1,1235,276,0.05836625,0.4373405,0.4415081
SENCR,SENCR,50,32,0.0035884497,0.32585987,0.108279355
NFRKB,NFRKB,422,85,0.020210076,0.4115818,0.36451235
PRDM10,PRDM10,27,3,0.0011601344,0.38705283,0.29119232
APLP2,APLP2,3925,445,0.18274854,0.25232118,-0.11153648
ZBTB44,ZBTB44,413,62,0.018602299,0.37631047,0.25908214
RP11-890B15.3,RP11-890B15.3,13,6,0.0008126287,0.28308076,-0.019592484
IGSF9B,IGSF9B,71,6,0.0031328553,0.51544,0.6749567
JAM3,JAM3,66,7,0.0026924124,0.43171814,0.42470223
NCAPD3,NCAPD3,226,27,0.009670762,0.23712775,-0.15695144
VPS26B,VPS26B,586,196,0.031339705,1.4244558,3.3921125
THYN1,THYN1,2715,360,0.12364965,0.68753165,1.189359
CCDC77,CCDC77,232,38,0.010376192,0.34480911,0.16492087
RP11-218M22.1,RP11-218M22.1,45,22,0.0029596037,0.41472,0.37389275
WNK1,WNK1,1010,239,0.05053627,1.9140137,4.855459
RAD52,RAD52,37,7,0.0017738453,0.24239166,-0.141217
FBXL14,FBXL14,25,9,0.001216481,0.24277963,-0.14005733
ADIPOR2,ADIPOR2,657,55,0.028218636,0.8769311,1.7554963
DCP1B,DCP1B,385,37,0.014547594,0.24049145,-0.14689696
CACNA1C-AS1,CACNA1C-AS1,5,4,0.0004059351,0.5412257,0.7520332
FKBP4,FKBP4,2420,143,0.11271741,0.38258287,0.2778311
ITFG2,ITFG2,708,157,0.03452392,0.243729,-0.13721955
RHNO1,RHNO1,669,133,0.031016828,0.2982916,0.025874505
TULP3,TULP3,273,18,0.011409043,0.26164588,-0.08366385
RP11-664D1.1,RP11-664D1.1,355,151,0.020539772,0.2889657,-0.0020016874
CCND2,CCND2,1163,164,0.057330944,0.54687154,0.76890934
C12orf4,C12orf4,286,46,0.013839115,0.23057938,-0.17652531
RAD51AP1,RAD51AP1,93,8,0.0041036312,0.25913385,-0.09117263
DYRK4,DYRK4,550,134,0.028888443,0.35994264,0.21015678
NDUFA9,NDUFA9,3909,365,0.17223889,0.35652733,0.199948
CD9,CD9,2101,78,0.15478764,1.3737662,3.2405949
CD27-AS1,CD27-AS1,236,59,0.011951205,0.38813037,0.2944132
CD27,CD27,2252,643,0.12935732,0.74155384,1.3508377
TAPBPL,TAPBPL,1080,170,0.04885219,0.23330493,-0.1683783
VAMP1,VAMP1,89,56,0.005884965,0.33322883,0.13030602
MRPL51,MRPL51,5517,548,0.23834573,0.570793,0.0799857
GAPDH,GAPDH,19005,2274,1.4377288,1.3169639,-0.06085004
IFFO1,IFFO1,435,88,0.020735443,1.3431529,3.1490884
NOP2,NOP2,555,70,0.02522978,0.28474757,-0.01461018
LPAR5,LPAR5,206,51,0.010525319,0.26235497,-0.08154431
ACRBP,ACRBP,292,33,0.022474818,1.6195023,3.9751291
ING4,ING4,1074,262,0.049902044,0.21884412,-0.21160339
PTMS,PTMS,610,76,0.025686366,0.24755943,-0.12576993
LAG3,LAG3,1627,86,0.08618746,1.0603576,2.3037796
CD4,CD4,409,314,0.027554838,0.308536,0.056496225
USP5,USP5,338,108,0.018994328,1.1141819,2.4646668
SPSB2,SPSB2,550,145,0.026976068,0.47061664,0.54097444
ENO2,ENO2,343,57,0.015507697,0.2233685,-0.19807948
C12orf57,C12orf57,2415,815,0.1383068,0.71337163,1.2665977
U47924.31,U47924.31,20,6,0.0010636089,0.28389284,-0.01716507
PTPN6,PTPN6,2646,788,0.149133,0.3098295,0.060362678
EMG1,EMG1,2137,273,0.09937876,0.94026566,1.9448107
LPCAT3,LPCAT3,742,100,0.03314292,0.2454705,-0.132014
C1R,C1R,5,5,0.00041060083,0.2551116,-0.103195585
C1RL-AS1,C1RL-AS1,34,18,0.0020448545,0.24274755,-0.14015321
CLSTN3,CLSTN3,93,34,0.0057985797,0.4282645,0.41437888
CLEC4C,CLEC4C,50,8,0.0039104605,0.69620675,1.21529
SLC2A3,SLC2A3,2475,673,0.13820794,0.72180384,1.2918026
C3AR1,C3AR1,5708,65,0.33898932,0.7542781,0.5839917
NECAP1,NECAP1,986,134,0.041908015,0.29577255,0.018344792
CLEC4E,CLEC4E,2788,74,0.14621502,0.60486376,0.9422549
KLRG1,KLRG1,776,313,0.04658139,1.290416,2.9914513
KLRB1,KLRB1,987,152,0.05533554,1.0008054,2.1257713
CLEC2D,CLEC2D,7193,233,0.3421098,0.7237371,0.5001002
CD69,CD69,5861,969,0.39446828,1.6345936,3.0020854
KLRF1,KLRF1,377,62,0.015122009,0.43609264,0.43777812
CLEC2B,CLEC2B,6934,249,0.33842608,0.8750173,0.915644
CLEC1B,CLEC1B,73,13,0.0045203585,0.8748099,1.7491559
GABARAPL1,GABARAPL1,2509,175,0.10314222,0.3880761,0.294251
KLRD1,KLRD1,2169,159,0.11050126,1.1755941,2.6482353
RP11-277P12.20,RP11-277P12.20,44,4,0.002357324,0.3763649,0.2592448
KLRC2,KLRC2,156,18,0.009654067,1.1066397,2.4421227
KLRC1,KLRC1,763,51,0.048249636,1.1114677,2.456554
RP11-291B21.2,RP11-291B21.2,594,98,0.03540578,0.53053594,0.72008026
MAGOHB,MAGOHB,1787,147,0.078849845,0.38784283,0.29355374
YBX3,YBX3,1967,280,0.095167115,0.34021944,0.15120178
TAS2R14,TAS2R14,23,8,0.0019974571,1.5940709,3.8991117
DUSP16,DUSP16,325,19,0.01303567,0.2889382,-0.0020839106
CREBL2,CREBL2,911,137,0.039758906,0.312151,0.06730195
CDKN1B,CDKN1B,1379,326,0.06749363,0.30678278,0.05125567
RP11-392P7.6,RP11-392P7.6,40,4,0.0018016604,0.7563391,1.3950325
EMP1,EMP1,1623,3,0.069280244,0.2637917,-0.07724972
ATF7IP,ATF7IP,809,116,0.034559038,0.2989463,0.027831472
PLBD1,PLBD1,535,235,0.033045135,0.800275,1.5263623
WBP11,WBP11,2476,242,0.1019254,0.21728507,-0.21626358
C12orf60,C12orf60,46,6,0.002348321,0.295496,0.017518105
STRAP,STRAP,4022,466,0.17634177,0.2964434,0.020350043
MGST1,MGST1,2445,77,0.12133947,0.4172677,0.38150817
PLEKHA5,PLEKHA5,170,15,0.0065330304,0.23359764,-0.16750337
RECQL,RECQL,1268,182,0.054551546,0.21534497,-0.22206277
GOLT1B,GOLT1B,2116,164,0.0910905,0.49213153,0.605285
LDHB,LDHB,11399,1810,0.691,0.9310781,0.16503921
CMAS,CMAS,1784,176,0.07307068,0.43991247,0.449196
ST8SIA1,ST8SIA1,79,14,0.0033050766,0.29852867,0.026583157
ETNK1,ETNK1,1342,147,0.05665524,0.3232194,0.10038663
LRMP,LRMP,659,140,0.030315638,0.2858449,-0.011330157
LYRM5,LYRM5,1036,205,0.048390407,0.40801254,0.35384336
KRAS,KRAS,4584,242,0.18721989,0.3263514,0.109748594
ITPR2,ITPR2,446,31,0.019104578,0.4599064,0.50896025
FGFR1OP2,FGFR1OP2,3462,434,0.15035036,0.29669994,0.021116868
TM7SF3,TM7SF3,732,127,0.033074364,0.9242523,1.8969449
MED21,MED21,931,41,0.037669364,0.2324762,-0.17085546
MRPS35,MRPS35,1601,296,0.0758385,0.24293569,-0.13959084
KLHL42,KLHL42,180,56,0.0093226405,0.31044453,0.06220108
CCDC91,CCDC91,1476,284,0.071211085,0.66560215,1.1238091
ERGIC2,ERGIC2,2743,147,0.11841001,0.43770784,0.44260612
FAM60A,FAM60A,1378,215,0.06486736,0.4439776,0.46134716
DENND5B,DENND5B,44,13,0.002393018,0.6540302,1.0892192
METTL20,METTL20,93,14,0.004051813,0.22008827,-0.20788446
RP11-428G5.5,RP11-428G5.5,35,31,0.0032914595,0.8346696,1.6291717
KIAA1551,KIAA1551,2820,239,0.11875064,0.41249523,0.36724263
BICD1,BICD1,136,22,0.0059708063,0.22911088,-0.18091482
YARS2,YARS2,859,97,0.03989592,0.2934913,0.011525871
ALG10,ALG10,106,15,0.0051077586,0.21778445,-0.21477085
KIF21A,KIF21A,297,34,0.013201588,0.44111797,0.4527994
SLC2A13,SLC2A13,134,27,0.0069781193,1.5263596,3.6967144
YAF2,YAF2,1405,185,0.06332906,0.35279614,0.18879502
PPHLN1,PPHLN1,2410,495,0.116619706,0.2892264,-0.0012223923
ZCRB1,ZCRB1,1810,288,0.08377738,0.29799157,0.02497771
PRICKLE1,PRICKLE1,20,7,0.0012844058,0.26964146,-0.059764132
PUS7L,PUS7L,405,42,0.018298581,0.33059534,0.12243423
IRAK4,IRAK4,1060,170,0.048168536,0.51897883,0.6855347
NELL2,NELL2,1168,174,0.055748224,0.54189396,0.75403076
LINC00938,LINC00938,448,130,0.022127772,0.26437438,-0.075508066
ARID2,ARID2,322,99,0.01601657,0.24015117,-0.1479141
SCAF11,SCAF11,5041,422,0.20675287,0.3070981,0.052198164
SLC38A1,SLC38A1,2483,331,0.11330438,0.407739,0.35302576
PCED1B,PCED1B,686,158,0.035009224,0.3320494,0.12678057
RP11-493L12.4,RP11-493L12.4,66,5,0.0036246052,1.0099747,2.1531794
RPAP3,RPAP3,633,95,0.028562786,0.23289901,-0.16959165
RAPGEF3,RAPGEF3,8,3,0.00065023394,0.5843341,0.88088924
SLC48A1,SLC48A1,81,25,0.006089795,2.235752,5.8171725
TMEM106C,TMEM106C,712,157,0.032648485,0.31732213,0.08275904
SENP1,SENP1,150,13,0.007131825,0.29528233,0.016879471
ASB8,ASB8,891,197,0.046288274,0.78026325,1.4665447
C12orf68,C12orf68,43,10,0.0020812529,0.26098716,-0.085632846
DKFZP779L1853,DKFZP779L1853,73,12,0.0030105768,0.2761391,-0.040341884
KANSL2,KANSL2,711,93,0.032243673,0.36402315,0.22235389
DDX23,DDX23,472,123,0.023238735,0.22312438,-0.19880916
RND1,RND1,33,3,0.0017294291,0.2841039,-0.016534187
RP11-302B13.5,RP11-302B13.5,17,3,0.001038594,0.54343355,0.7586328
FKBP11,FKBP11,2544,363,0.12195763,0.3770845,0.26139578
RP11-386G11.5,RP11-386G11.5,30,19,0.0020519928,0.43152034,0.42411098
PRKAG1,PRKAG1,1667,260,0.07618727,0.31589878,0.07850445
RHEBL1,RHEBL1,109,41,0.006311564,0.56289643,0.8168096
LMBR1L,LMBR1L,794,105,0.035580236,0.23901501,-0.15131019
TUBA1A,TUBA1A,3712,1240,0.22589445,0.59320295,0.90739936
TUBA1C,TUBA1C,923,151,0.04103051,0.30852726,0.056470122
SPATS2,SPATS2,347,48,0.014862978,0.2242734,-0.19537462
BCDIN3D,BCDIN3D,585,38,0.024124727,0.477777,0.5623776
RACGAP1,RACGAP1,147,18,0.006383428,0.21942207,-0.2098758
SMARCD1,SMARCD1,577,101,0.025094101,0.2723408,-0.05169547
COX14,COX14,4134,535,0.18075699,0.35964808,0.20927629
CERS5,CERS5,759,98,0.0324684,0.29614514,0.019458504
LIMA1,LIMA1,114,31,0.005473859,0.21668266,-0.21806425
ATF1,ATF1,1667,217,0.072840475,0.2703198,-0.057736523
LETMD1,LETMD1,1156,241,0.05369,0.27070773,-0.056576934
SMAGP,SMAGP,639,91,0.029833829,0.5173206,0.680578
BIN2,BIN2,2372,993,0.14555256,0.86032087,1.7058464
NR4A1,NR4A1,231,290,0.024462126,0.3670492,0.23139907
KRT86,KRT86,113,3,0.007114174,0.9975958,2.1161773
KRT2,KRT2,124,5,0.004533898,0.52965105,0.71743524
KRT1,KRT1,113,44,0.007017115,1.0403745,2.244048
KRT18,KRT18,95,31,0.0049020764,0.22426587,-0.19539712
EIF4B,EIF4B,1703,640,0.09134451,0.2692963,-0.06079589
SPRYD3,SPRYD3,366,65,0.016873173,0.22847418,-0.18281798
IGFBP6,IGFBP6,25,11,0.0018606881,0.54686224,0.76888156
CSAD,CSAD,522,58,0.021439346,0.2846459,-0.01491413
ITGB7,ITGB7,1614,377,0.083970785,0.8926707,1.8025439
C12orf10,C12orf10,1664,306,0.08004207,0.99793965,2.1172051
AAAS,AAAS,390,97,0.017568043,0.2211202,-0.20479992
RP11-793H13.11,RP11-793H13.11,26,6,0.0012372911,0.25753683,-0.095946305
TARBP2,TARBP2,356,63,0.017775796,0.31299144,0.06981408
ATP5G2,ATP5G2,12634,2206,0.65424055,0.717998,-0.16316833
CBX5,CBX5,458,118,0.02278023,0.44452524,0.46298414
NFE2,NFE2,48,76,0.0053817104,0.3366265,0.14046207
GTSF1,GTSF1,234,43,0.011298299,0.2322809,-0.17143928
NCKAP1L,NCKAP1L,1286,285,0.05995635,0.66008085,1.1073053
TESPA1,TESPA1,1402,186,0.07002012,0.4677847,0.53250945
CD63,CD63,12043,929,1.1989279,1.562294,0.51697266
GDF11,GDF11,8,10,0.00072442094,0.59574515,0.9149983
ORMDL2,ORMDL2,3977,255,0.16176376,0.324283,0.1035659
DNAJC14,DNAJC14,389,49,0.016674673,0.21534593,-0.22205988
WIBG,WIBG,1170,226,0.056138758,0.6045158,0.9412148
SUOX,SUOX,18,4,0.0010518814,0.9123283,1.8613027
PA2G4,PA2G4,3896,646,0.19146791,0.35253188,0.18800512
ESYT1,ESYT1,461,264,0.030092333,0.40942383,0.35806188
SMARCC2,SMARCC2,899,116,0.039713517,0.6534773,1.0875666
COQ10A,COQ10A,391,64,0.017990425,0.25517166,-0.10301608
RP11-977G19.12,RP11-977G19.12,17,3,0.0010121138,0.37682182,0.2606106
CNPY2,CNPY2,4286,481,0.18416612,0.34973842,0.17965513
IL23A,IL23A,801,120,0.041648135,1.1965504,2.710876
TIMELESS,TIMELESS,117,18,0.005849419,0.34186727,0.15612735
SPRYD4,SPRYD4,702,23,0.028362371,0.36570057,0.22736791
GLS2,GLS2,14,3,0.00080291275,0.47415274,0.55154425
BAZ2A,BAZ2A,775,197,0.039091315,1.4220588,3.3849473
PTGES3,PTGES3,7435,1092,0.35528192,0.5566791,0.041217104
NXPH4,NXPH4,172,5,0.007085124,0.44610453,0.46770483
SHMT2,SHMT2,645,159,0.03342761,0.2932216,0.010719673
R3HDM2,R3HDM2,297,66,0.013573617,1.5076771,3.6408703
ARHGAP9,ARHGAP9,1805,381,0.08346112,0.30893898,0.057700798
MARS,MARS,812,119,0.038473576,0.25211194,-0.11216193
DDIT3,DDIT3,2491,216,0.105369486,0.2700797,-0.05845417
DCTN2,DCTN2,1996,343,0.08740899,0.2538438,-0.10698516
DTX3,DTX3,44,26,0.0030542377,1.0040982,2.1356137
CDK4,CDK4,1146,198,0.05892259,0.55405724,0.7903882
MARCH9,MARCH9,160,45,0.008166812,0.25375384,-0.1072541
METTL1,METTL1,250,25,0.01263728,0.26497042,-0.073726416
TSFM,TSFM,1183,136,0.0520362,0.22029153,-0.20727691
RP11-620J15.3,RP11-620J15.3,774,45,0.032773506,0.36315548,0.21976033
SLC16A7,SLC16A7,117,64,0.007902276,0.84468544,1.6591102
USP15,USP15,4253,311,0.17211056,0.30440912,0.044160504
DPY19L2,DPY19L2,5,4,0.00033430112,0.28024167,-0.028078854
C12orf66,C12orf66,215,40,0.0108082155,0.27256447,-0.051026903
XPOT,XPOT,725,98,0.034612898,0.8816875,1.7697139
TBK1,TBK1,1187,90,0.047540374,0.26735696,-0.06659276
GNS,GNS,619,120,0.026822101,0.5788936,0.86462706
LLPH,LLPH,3339,219,0.13578533,0.22997129,-0.17834295
TMBIM4,TMBIM4,8311,782,0.3583833,0.8324841,0.7988118
HELB,HELB,581,34,0.024093255,0.2751248,-0.043373812
CAND1,CAND1,1636,187,0.06883194,0.34380475,0.1619187
DYRK2,DYRK2,153,63,0.009110294,0.2512879,-0.11462507
IFNG,IFNG,158,66,0.017317293,2.3899302,6.2780294
MDM1,MDM1,391,64,0.017418463,0.38882536,0.2964906
RP11-81H14.2,RP11-81H14.2,237,60,0.010626904,0.29160267,0.005880525
RAP1B,RAP1B,4861,976,0.23031372,0.41366446,0.37073764
RP11-637A17.2,RP11-637A17.2,71,15,0.0030276377,0.22173542,-0.20296095
NUP107,NUP107,602,158,0.031490635,0.30843794,0.05620314
MDM2,MDM2,388,44,0.015928486,0.3188983,0.08747035
CPSF6,CPSF6,1577,219,0.07015085,0.2369101,-0.15760201
LYZ,LYZ,7024,1631,1.2851847,3.0634613,2.962004
YEATS4,YEATS4,1015,187,0.04775923,0.4364869,0.4389566
CCT2,CCT2,3240,410,0.16175185,0.52277064,0.6968689
RP11-611E13.2,RP11-611E13.2,734,100,0.034026556,0.59039026,0.89899194
CNOT2,CNOT2,1584,227,0.07135974,0.29216385,0.0075579514
THAP2,THAP2,899,108,0.0423376,0.5264985,0.70801187
RAB21,RAB21,609,71,0.025450584,0.277841,-0.03525473
TBC1D15,TBC1D15,1154,88,0.04958477,0.4714811,0.5435584
ATXN7L3B,ATXN7L3B,991,109,0.042449407,0.5911443,0.9012459
GLIPR1L2,GLIPR1L2,27,3,0.0011173146,0.27985266,-0.029241651
KRR1,KRR1,1338,186,0.06301976,0.31103906,0.06397819
PHLDA1,PHLDA1,2416,58,0.13025217,0.6552859,1.0929726
NAP1L1,NAP1L1,9174,1547,0.44854861,0.7192911,0.48788762
OSBPL8,OSBPL8,3894,183,0.15800753,0.3814096,0.274324
ZDHHC17,ZDHHC17,239,37,0.011354029,0.32916325,0.11815354
CSRP2,CSRP2,60,3,0.003038247,0.71213764,1.2629092
PAWR,PAWR,139,26,0.0073107085,0.5137329,0.66985404
PPP1R12A,PPP1R12A,3408,417,0.14720047,0.31092018,0.06362284
CCDC59,CCDC59,2727,405,0.13027139,0.44604033,0.46751294
METTL25,METTL25,205,40,0.009579156,0.6118731,0.96320665
TMTC2,TMTC2,48,12,0.002313922,0.46029535,0.51012284
C12orf29,C12orf29,975,87,0.043848086,0.33565998,0.13757303
CEP290,CEP290,356,52,0.016604098,0.28262463,-0.020955894
TMTC3,TMTC3,134,7,0.0049519753,0.2993632,0.02907765
DUSP6,DUSP6,2400,247,0.11212659,0.22473311,-0.19400048
ATP2B1,ATP2B1,2848,268,0.1275961,0.32550198,0.107209556
LINC00936,LINC00936,1153,749,0.08917928,1.2933017,3.0000775
BTG1,BTG1,22855,2366,1.4287672,1.4280827,0.15087649
RP11-796E2.4,RP11-796E2.4,867,342,0.04604094,0.28646392,-0.009479821
RP11-693J15.5,RP11-693J15.5,153,47,0.0077340133,0.26761553,-0.06581988
UBE2N,UBE2N,4791,503,0.20717894,0.28899035,-0.0019280161
MRPL42,MRPL42,1277,135,0.057981323,1.1480198,2.5658123
SOCS2,SOCS2,219,60,0.011983555,0.40052783,0.3314707
CRADD,CRADD,399,72,0.017146802,0.21880935,-0.21170731
CCDC41,CCDC41,142,25,0.006469207,0.21692528,-0.21733902
NDUFA12,NDUFA12,9572,592,0.4422696,0.5075949,-0.093609914
NR2C1,NR2C1,311,50,0.016253887,1.5544176,3.7805834
METAP2,METAP2,2063,330,0.09116717,0.24677315,-0.1281202
USP44,USP44,95,13,0.0048683933,0.28254053,-0.021207286
SNRPF,SNRPF,2485,446,0.11626043,0.28030345,-0.027894186
LTA4H,LTA4H,2607,438,0.12779884,0.31893253,0.08757271
ELK3,ELK3,1164,87,0.04769955,0.2517805,-0.113152616
CDK17,CDK17,934,83,0.040165,0.30503592,0.04603409
NEDD1,NEDD1,697,75,0.029772744,0.37230125,0.2470981
TMPO,TMPO,1112,193,0.05143211,0.31850114,0.08628324
IKBIP,IKBIP,812,149,0.03796404,0.3494638,0.17883424
ACTR6,ACTR6,885,93,0.0401161,0.68578017,1.1841236
ARL1,ARL1,1115,156,0.04917041,0.23698309,-0.15738386
CHPT1,CHPT1,1570,319,0.0725567,0.39736167,0.32200664
SYCP3,SYCP3,38,4,0.0013810942,0.33220574,0.1272479
GNPTAB,GNPTAB,1084,127,0.04307493,0.32012334,0.09113219
DRAM1,DRAM1,2745,43,0.13011388,0.34108627,0.15379284
CCDC53,CCDC53,2815,288,0.12203369,0.21461914,-0.22423233
NUP37,NUP37,670,82,0.030264046,0.33477375,0.13492398
PARPBP,PARPBP,59,9,0.0027063643,0.2614813,-0.08415577
C12orf42,C12orf42,114,25,0.00433906,0.3414988,0.15502593
C12orf73,C12orf73,309,45,0.012563492,0.24032593,-0.14739172
TDG,TDG,1096,153,0.050098132,1.5306798,3.7096286
HCFC2,HCFC2,244,31,0.012357163,1.3211377,3.083282
NFYB,NFYB,1332,67,0.055734,0.4079947,0.35379001
EID3,EID3,457,58,0.01961194,0.24720198,-0.12683839
C12orf45,C12orf45,772,108,0.03925784,0.6751005,1.1522008
C12orf75,C12orf75,1693,375,0.07907265,0.68790483,1.1904745
TCP11L2,TCP11L2,347,59,0.015430824,0.27500907,-0.04371972
RP11-412D9.4,RP11-412D9.4,65,27,0.0040845615,0.35665295,0.20032348
C12orf23,C12orf23,573,86,0.02632916,0.24901338,-0.1214239
MTERFD3,MTERFD3,164,33,0.007569458,0.2286489,-0.18229572
CRY1,CRY1,814,31,0.032637242,0.37314346,0.24961558
PWP1,PWP1,1462,171,0.0686134,0.82545185,1.6016188
